cat_0,cat_1,cat_2,cat_3,cat_4,cat_5,cat_6,cat_7,cat_8,cat_9,cluster_idx
384,377,355,64,18,86,243,10,292,267,24
276,466,298,230,241,13,250,571,16,157,84
3,101,141,18,400,32,330,214,77,141,14
283,199,303,29,268,65,494,645,223,253,83
39,321,353,191,152,54,333,490,133,100,33
28,115,17,181,115,0,76,183,59,94,56
291,156,68,6,296,5,195,414,9,31,70
316,559,63,6,27,16,353,92,293,409,30
141,574,293,70,388,25,47,30,122,183,45
59,142,450,249,112,75,274,85,189,134,41
150,388,268,104,93,115,361,377,18,154,5
416,432,392,140,264,82,487,149,12,286,39
195,197,372,190,90,102,366,317,233,403,94
407,661,58,31,387,39,205,631,126,78,47
141,574,293,216,388,25,47,30,122,26,45
430,232,474,95,449,101,487,554,75,146,77
299,351,495,186,377,83,512,320,266,69,75
195,197,372,190,90,102,341,78,233,403,94
79,778,522,197,398,40,493,532,240,287,60
195,197,372,203,90,102,222,317,233,138,94
282,317,373,199,319,106,545,111,155,85,7
142,473,50,216,247,107,136,481,39,47,93
370,444,164,53,64,92,464,355,231,306,17
407,240,495,202,283,102,424,192,217,73,65
158,603,209,133,418,39,145,574,72,390,71
122,66,122,202,491,38,390,333,72,193,63
370,444,164,53,64,92,192,355,86,306,17
299,351,495,8,377,83,512,320,213,69,75
359,495,288,241,219,114,452,351,219,80,50
56,149,385,33,442,23,547,485,13,179,32
349,707,217,77,216,111,101,557,237,123,34
25,635,523,152,181,101,565,537,121,380,9
251,482,244,169,143,38,389,284,59,226,92
284,675,546,205,243,23,513,300,28,177,40
88,448,483,157,62,33,274,204,289,395,23
131,364,450,249,307,73,274,85,189,134,41
122,563,122,202,491,38,390,333,221,215,63
368,801,471,15,311,7,20,478,146,50,76
258,481,219,121,395,78,424,165,75,103,26
168,392,87,36,80,16,528,252,167,148,95
241,840,389,118,33,6,576,492,155,420,13
168,648,2,112,182,3,404,571,178,325,97
386,364,447,73,125,66,155,447,251,287,1
119,59,543,177,78,56,198,449,259,293,29
122,66,122,215,491,32,390,333,221,193,63
290,469,80,116,394,34,283,533,81,377,98
331,801,471,229,311,7,20,136,146,50,76
270,686,236,164,423,14,13,130,96,7,8
416,432,392,140,264,48,487,129,148,286,39
64,90,330,10,264,11,235,453,164,100,3
79,778,522,197,33,40,105,532,72,287,60
389,27,308,228,209,42,263,445,285,343,74
440,66,537,36,80,16,528,274,167,148,95
322,387,500,12,487,72,99,580,146,313,91
328,368,80,248,394,34,283,533,81,377,98
51,465,115,28,196,107,400,378,30,96,18
371,395,421,98,495,71,414,499,73,0,99
168,392,537,36,80,16,497,274,167,148,95
282,342,67,192,319,106,545,111,155,85,7
24,445,398,11,480,105,564,7,83,122,16
28,165,17,181,115,0,357,509,59,94,56
51,465,115,28,199,107,273,449,30,96,18
389,27,525,228,209,18,263,445,285,343,74
224,195,178,11,273,45,49,626,127,212,21
423,115,17,181,115,0,57,509,59,94,56
103,532,415,53,31,83,351,450,55,151,96
79,778,522,197,336,40,113,532,240,287,60
283,465,303,146,268,65,494,430,223,253,83
331,801,403,15,311,7,20,136,146,50,76
389,624,430,29,276,6,363,123,119,32,73
30,842,123,195,426,49,34,604,56,316,58
206,612,269,90,170,33,308,163,175,20,38
144,774,420,157,202,69,524,513,57,336,48
370,424,164,53,64,92,464,287,86,306,17
191,421,521,3,319,30,83,387,182,17,4
251,482,244,169,134,38,389,36,1,226,92
446,171,480,246,88,43,551,550,190,103,85
438,750,109,22,224,73,425,303,157,337,35
152,247,367,185,66,3,67,611,105,385,19
141,389,293,70,388,25,47,30,60,26,45
235,299,28,105,373,98,253,91,71,76,46
75,813,233,153,380,52,229,484,136,200,67
54,258,491,49,172,9,339,246,26,201,72
39,321,353,191,152,92,333,490,133,100,33
82,642,424,12,337,16,556,256,275,98,86
9,603,209,133,418,49,382,574,72,390,71
261,143,55,93,138,69,273,64,33,8,51
41,231,42,225,422,80,241,537,141,238,37
166,771,191,38,482,113,440,438,2,279,44
122,66,122,202,491,38,310,333,221,193,63
100,448,483,75,62,33,274,204,289,395,23
370,299,28,105,373,102,253,91,71,76,46
154,705,17,181,115,0,76,509,59,94,56
191,421,521,3,57,30,83,387,182,124,4
82,642,424,12,133,16,468,256,275,98,86
294,189,468,190,145,100,418,503,136,172,52
22,548,136,160,77,66,162,173,283,262,25
152,191,367,57,66,94,67,611,105,385,19
0,774,15,218,244,76,522,373,71,256,54
282,343,67,199,319,106,545,111,155,85,7
84,609,153,209,199,2,156,580,227,225,0
331,801,549,144,311,7,20,136,146,50,76
237,840,445,118,33,6,576,492,155,228,13
140,247,157,135,310,68,202,303,156,257,79
141,574,293,70,388,33,47,30,122,26,45
60,125,17,193,51,57,462,336,227,232,62
263,465,303,29,268,65,494,181,223,253,83
383,58,0,59,395,106,409,372,20,356,90
438,750,109,252,305,73,200,251,157,337,35
375,258,491,49,172,90,339,475,26,201,72
152,191,367,85,66,94,454,611,105,385,19
207,496,390,174,221,105,272,120,28,246,68
41,231,247,225,124,80,241,537,97,238,37
224,195,178,11,273,61,49,638,123,212,21
75,753,488,7,324,24,258,393,137,47,28
371,258,421,98,171,71,414,499,73,111,99
237,317,389,118,33,6,576,9,155,420,13
195,197,372,190,90,19,222,317,233,403,94
340,411,17,237,51,57,462,336,227,232,62
168,637,2,112,182,100,404,571,178,325,97
64,90,330,10,337,11,235,619,164,246,3
438,750,109,252,224,89,425,251,157,337,35
195,20,372,190,90,102,222,317,233,403,94
406,143,55,226,82,69,273,64,33,8,51
287,401,323,239,324,67,148,582,121,151,57
224,195,178,11,273,45,565,626,123,212,21
446,171,54,252,88,43,551,550,190,91,85
427,27,525,228,209,38,263,445,285,343,74
410,388,416,104,93,45,361,377,41,154,5
389,27,525,228,209,42,263,18,285,343,74
79,778,26,52,33,40,113,532,240,287,60
291,156,68,131,296,100,195,414,9,31,70
27,231,42,225,124,80,241,537,97,238,37
276,466,212,230,241,13,360,389,16,157,84
38,559,548,189,127,115,178,411,230,244,89
316,559,49,6,27,16,525,92,293,409,30
299,31,495,8,377,83,512,80,266,69,75
419,735,38,162,258,103,170,194,11,95,66
229,377,355,64,18,86,243,10,139,267,24
64,326,330,10,337,11,235,453,164,246,3
370,444,164,53,64,89,464,355,28,306,17
383,58,0,178,395,42,409,372,279,356,90
119,59,543,177,78,14,198,449,183,293,29
30,842,123,37,170,49,34,604,96,316,58
22,548,285,46,77,45,162,173,283,262,25
168,392,496,36,146,16,528,274,167,148,95
406,143,351,93,82,43,273,64,33,8,51
291,156,68,6,296,35,195,414,276,31,70
438,770,109,252,224,73,425,251,16,337,35
198,82,114,112,385,28,303,531,183,69,80
152,191,367,185,66,94,67,611,105,19,19
38,191,367,36,66,94,67,611,105,385,19
98,630,142,246,55,42,291,595,127,319,81
28,115,17,181,115,0,76,509,90,94,56
198,82,114,112,385,28,303,531,183,69,80
340,492,450,249,112,73,274,85,189,134,41
191,421,413,3,319,30,83,442,182,124,4
150,388,416,104,326,115,361,377,41,327,5
417,211,265,188,45,87,140,152,154,213,59
30,842,123,37,426,49,34,604,44,384,58
141,574,293,70,388,25,47,30,167,26,45
404,83,355,64,18,86,243,10,139,267,24
279,118,590,162,134,103,170,194,11,95,66
56,149,385,237,442,23,56,485,252,179,32
371,483,421,157,495,71,414,499,73,240,99
41,231,42,227,124,80,241,537,97,238,37
349,707,522,77,216,111,81,532,237,123,34
436,92,46,140,316,54,460,634,198,113,31
24,812,398,161,480,105,564,7,83,122,16
80,612,269,90,170,33,308,163,175,219,38
217,501,9,17,447,29,429,612,151,140,11
59,364,450,249,112,73,274,85,189,134,41
141,481,336,121,395,84,424,165,75,103,26
251,482,244,189,134,38,389,284,1,226,92
232,465,115,28,257,107,400,449,30,410,18
84,464,497,209,199,87,156,580,227,225,0
9,603,209,133,418,60,145,574,33,390,71
276,466,212,230,241,96,250,389,16,157,84
191,421,529,3,319,30,83,387,182,124,4
349,496,390,194,264,105,272,120,28,246,68
330,778,522,197,33,40,113,532,240,287,60
22,101,141,18,400,0,330,214,77,108,14
322,387,500,12,487,72,187,580,146,313,91
82,642,424,12,337,27,468,9,275,98,86
436,92,46,79,316,78,460,634,198,113,31
436,92,46,132,316,78,535,634,198,113,31
155,543,37,24,462,46,239,143,271,168,55
438,556,109,252,224,73,425,251,79,337,35
144,774,420,157,202,88,524,513,57,17,48
283,465,303,29,268,65,494,430,223,253,83
270,247,236,243,423,14,13,130,96,7,8
294,349,468,190,145,100,445,503,136,172,52
77,714,390,174,221,105,272,120,28,246,68
389,27,525,228,209,42,548,445,285,343,74
224,394,178,11,273,45,49,626,123,212,21
41,231,42,0,124,80,241,526,97,238,37
328,747,20,213,481,32,391,377,62,223,12
22,548,136,46,308,66,118,173,283,262,25
51,26,544,28,257,107,400,449,30,96,18
336,771,191,38,432,33,440,438,2,279,44
155,482,37,24,462,46,239,143,271,278,55
64,673,176,10,337,11,235,453,164,246,3
389,27,525,133,209,42,263,445,285,343,74
446,171,480,252,88,43,551,550,90,91,85
189,66,122,202,491,38,390,333,115,193,63
195,197,502,190,90,102,222,317,233,226,94
141,481,219,19,395,78,460,165,75,103,26
171,444,376,53,64,92,464,355,86,306,17
426,612,269,90,281,33,308,163,175,20,38
324,247,208,138,310,66,202,303,156,257,79
299,351,495,8,377,83,155,320,266,69,75
349,496,390,174,221,105,272,631,28,246,68
47,240,495,202,283,35,424,141,217,73,65
24,516,398,11,102,105,564,104,83,122,16
141,273,219,25,395,78,424,165,75,103,26
430,232,474,22,69,101,487,554,75,208,77
430,232,474,22,449,82,487,554,75,146,77
322,387,500,12,116,72,187,580,146,154,91
430,232,474,22,449,78,487,554,75,146,77
438,750,109,57,224,73,425,251,157,337,35
116,496,390,174,221,105,272,63,28,246,68
168,772,537,36,80,16,528,274,167,148,95
331,801,471,15,311,7,540,136,146,50,76
168,648,2,112,182,94,404,571,178,241,97
192,642,424,12,337,16,468,256,275,98,86
349,707,354,77,216,111,101,557,237,123,34
119,49,543,177,78,19,198,449,259,293,29
75,753,488,7,344,24,406,393,137,47,28
261,331,480,179,272,16,295,629,116,56,87
84,609,153,209,199,98,156,580,227,225,0
287,330,323,239,324,67,148,107,162,151,57
191,421,521,3,319,30,83,387,281,124,4
365,36,274,131,197,10,560,112,167,267,6
213,612,269,24,170,33,308,163,175,20,38
141,481,219,121,395,78,424,165,75,327,26
140,563,208,138,310,68,202,303,268,257,79
19,115,17,181,115,0,76,509,59,94,56
407,705,495,202,158,35,424,192,217,73,65
316,559,63,6,91,16,525,92,293,366,30
152,191,367,125,66,94,67,611,105,385,19
370,299,28,105,136,98,253,287,71,76,46
168,648,2,129,182,94,404,61,178,325,97
191,421,521,3,319,30,83,387,182,202,4
389,27,525,228,209,20,263,506,285,343,74
141,481,531,121,395,78,424,165,75,103,26
56,149,385,158,442,23,547,485,252,179,32
41,101,42,225,124,80,469,537,97,238,37
56,149,385,97,442,34,547,485,252,179,32
82,642,424,12,337,16,468,636,275,98,86
416,432,392,140,264,57,145,149,12,286,39
24,516,398,11,167,105,564,7,83,122,16
88,448,483,75,62,33,274,204,42,395,23
283,465,303,29,268,65,494,430,223,253,83
270,686,236,243,423,14,533,557,96,7,8
284,831,546,205,243,23,513,300,28,177,40
322,387,500,12,487,49,187,580,146,313,91
98,630,142,246,55,42,291,49,127,399,81
140,111,250,138,310,68,202,303,156,257,79
56,149,385,33,442,23,541,485,252,317,32
406,143,55,140,82,69,273,64,33,318,51
195,197,372,190,81,102,222,459,233,403,94
186,775,290,143,0,83,269,517,142,29,64
290,313,73,194,296,95,164,124,253,187,88
293,27,525,228,209,42,263,445,285,214,74
416,432,5,140,264,48,487,149,12,231,39
284,492,546,205,243,23,513,300,159,177,40
416,432,392,140,264,48,487,149,12,375,39
39,321,353,191,152,54,420,490,9,100,33
237,840,389,33,33,6,576,492,155,420,13
370,291,28,105,373,98,253,91,289,76,46
88,448,483,75,62,41,274,204,289,395,23
82,642,63,6,27,16,525,92,293,409,30
438,750,109,47,224,73,425,251,157,337,35
30,842,123,255,426,49,34,604,219,316,58
84,609,153,209,199,87,156,580,24,225,0
122,66,122,202,491,38,390,333,259,193,63
195,197,372,190,307,102,222,317,233,68,94
406,143,55,97,82,69,273,64,33,8,51
51,465,115,28,476,107,400,449,30,96,18
140,247,208,138,310,68,202,267,156,257,79
9,178,209,133,303,64,145,574,72,390,71
84,609,153,209,199,8,156,580,227,225,0
10,657,576,137,335,11,41,541,184,250,42
438,291,109,252,224,73,425,251,157,337,35
237,840,389,118,133,6,576,492,155,222,13
283,465,303,29,268,65,68,430,223,84,83
389,624,80,82,276,6,363,123,119,32,73
237,840,389,118,33,6,576,492,9,420,13
51,465,115,28,257,38,400,3,30,96,18
383,58,0,59,395,42,409,576,279,356,90
282,842,123,37,494,49,34,604,219,316,58
39,377,353,191,152,54,333,72,133,100,33
22,548,136,59,77,66,162,173,283,262,25
191,349,468,190,145,100,63,503,136,172,52
3,101,141,18,35,0,330,214,77,183,14
190,412,341,166,322,90,394,245,219,113,82
389,27,136,228,209,42,263,445,75,343,74
371,483,365,98,495,71,414,499,73,111,99
195,197,372,190,90,102,205,317,233,403,94
168,648,2,112,143,94,404,571,178,325,97
141,456,271,121,395,78,424,165,75,103,26
3,197,141,18,400,0,330,214,77,183,14
420,813,233,153,380,52,229,389,136,200,67
338,483,421,98,495,71,188,499,73,111,99
119,59,543,177,78,56,63,449,259,293,29
287,330,323,239,324,67,120,582,121,151,57
140,247,208,138,310,68,202,303,156,53,79
224,195,178,63,273,45,49,626,281,212,21
406,509,55,93,82,69,16,64,33,8,51
54,258,491,49,172,2,339,291,26,201,72
88,448,483,75,62,33,274,204,100,395,23
383,58,0,59,395,42,409,372,256,356,90
75,753,488,7,344,24,258,393,166,47,28
140,247,208,138,310,68,202,303,8,257,79
122,465,115,28,257,107,400,449,30,96,18
349,707,522,77,216,111,101,416,237,123,34
416,432,392,140,264,48,487,405,12,286,39
195,197,372,190,90,8,222,317,233,284,94
359,495,288,21,219,114,452,540,219,80,50
276,466,212,230,241,13,250,389,16,157,84
282,342,67,129,319,106,545,111,155,85,7
224,195,178,11,135,45,49,626,123,212,21
383,58,0,59,395,53,409,372,279,333,90
389,117,362,124,386,33,119,110,152,369,27
56,149,385,33,293,23,547,485,252,179,32
141,481,219,121,266,78,424,165,75,103,26
371,779,421,98,495,71,414,499,41,111,99
331,801,570,15,311,7,20,136,146,50,76
144,417,420,157,202,88,524,513,57,336,48
383,58,0,59,423,42,409,372,279,356,90
246,154,269,90,170,33,308,163,175,20,38
22,41,136,46,77,66,162,173,283,262,25
168,392,537,36,80,16,539,274,167,148,95
56,149,310,33,442,23,547,485,252,273,32
141,574,293,70,388,25,47,455,122,326,45
284,492,546,205,243,23,7,303,28,177,40
260,331,480,179,272,18,37,629,116,56,87
322,387,500,12,115,72,187,580,146,234,91
365,36,330,131,214,33,560,115,167,267,6
406,143,55,93,82,69,273,64,33,8,51
407,240,3,202,283,35,424,192,225,73,65
370,642,424,12,337,16,468,256,275,383,86
351,775,290,143,0,83,157,604,142,29,64
51,465,115,28,257,107,400,120,30,96,18
122,66,122,202,491,38,390,333,237,193,63
41,231,42,225,124,60,241,537,97,238,37
328,469,80,189,119,34,505,533,81,377,98
389,71,78,124,386,84,119,110,152,369,27
192,313,73,194,296,95,164,100,253,187,88
168,648,2,112,182,37,404,585,178,325,97
51,465,448,28,257,107,400,449,30,36,18
349,132,73,174,221,105,272,120,28,246,68
134,27,525,228,209,42,263,445,285,343,74
195,197,372,190,90,37,222,317,233,403,94
82,642,424,12,337,16,468,256,113,155,86
249,321,353,191,152,54,333,490,177,100,33
39,321,353,191,152,54,109,533,133,100,33
328,469,80,189,394,34,283,44,81,377,98
294,349,468,248,395,100,63,503,136,172,52
328,469,80,189,394,34,283,533,159,377,98
82,642,424,12,188,16,356,256,275,98,86
398,444,164,53,64,92,464,355,86,306,17
416,432,392,242,264,48,487,149,12,286,39
276,466,586,230,241,13,250,389,16,157,84
9,603,316,133,122,64,145,574,72,390,71
351,775,290,137,0,83,269,517,142,29,64
38,559,548,67,49,115,497,411,230,244,89
371,123,421,98,495,71,414,499,73,177,99
25,635,523,241,181,101,565,537,121,380,9
28,115,17,8,159,0,76,509,59,94,56
371,483,421,98,495,67,414,499,73,111,99
269,840,389,118,33,6,576,492,155,420,13
328,469,80,189,394,34,283,533,168,377,98
75,813,233,153,380,5,229,319,136,200,67
349,496,390,174,221,105,272,120,292,246,68
22,548,136,46,77,66,162,483,283,262,25
39,321,353,191,152,54,333,490,133,267,33
331,801,315,15,311,7,20,136,146,50,76
82,223,424,12,337,16,468,256,275,98,86
179,191,367,185,66,94,67,611,105,385,19
64,90,330,10,337,11,524,453,164,251,3
316,559,63,6,27,16,248,92,293,409,30
168,648,2,112,182,94,404,583,178,325,97
155,482,37,24,462,46,309,143,271,312,55
284,492,546,205,243,23,268,300,28,162,40
299,80,495,8,377,83,512,320,266,69,75
75,28,233,120,380,52,229,319,136,200,67
383,58,0,59,395,9,409,372,279,356,90
287,330,323,239,140,67,148,582,121,151,57
9,603,209,158,418,64,145,574,269,390,71
168,648,2,112,182,94,404,572,178,325,97
190,638,341,166,322,55,394,245,219,113,82
316,559,170,6,443,16,525,92,293,409,30
168,392,537,36,80,16,528,241,167,220,95
75,813,233,153,380,37,229,319,136,200,67
41,231,531,225,124,80,241,537,97,238,37
122,66,230,202,491,38,390,333,221,193,63
191,421,521,42,319,30,233,387,182,124,4
237,840,389,118,33,6,576,492,155,1,13
30,532,415,53,31,62,351,450,55,151,96
30,842,344,37,426,49,34,604,219,316,58
168,648,2,134,182,94,404,571,284,325,97
22,840,136,46,77,66,162,173,283,262,25
237,196,178,11,273,45,49,626,123,212,21
56,149,385,33,442,23,416,485,252,179,32
328,469,80,189,394,34,283,506,81,377,98
270,686,236,253,423,14,13,349,96,7,8
390,686,236,243,423,36,13,130,96,7,8
316,559,63,6,27,16,525,92,293,52,30
316,559,549,6,27,16,525,92,128,409,30
282,853,67,162,319,106,545,111,155,85,7
39,792,353,26,152,54,333,490,133,100,33
141,675,219,121,395,78,424,165,75,103,26
39,321,353,191,152,54,333,393,133,100,33
3,101,141,18,384,0,330,214,151,183,14
56,149,385,33,484,23,547,485,252,179,32
141,481,219,54,395,78,424,519,75,103,26
313,465,115,28,257,107,400,449,30,96,18
54,258,491,49,172,103,339,291,26,201,72
41,231,42,249,124,80,241,197,97,238,37
88,448,313,75,62,33,81,204,289,395,23
51,465,115,28,257,107,400,5,30,96,18
28,52,17,181,115,0,76,509,156,94,56
206,750,109,252,224,73,425,251,61,337,35
56,149,385,33,442,23,547,485,199,179,32
122,66,122,202,491,76,390,612,221,193,63
407,240,495,202,135,35,424,192,217,73,65
41,231,42,225,124,80,241,42,97,238,37
141,481,219,121,395,78,424,103,75,103,26
142,473,50,216,247,107,157,481,39,59,93
141,481,167,121,395,54,424,165,75,103,26
22,548,136,46,77,66,522,173,283,262,25
39,321,353,5,152,54,333,490,133,100,33
141,481,219,125,395,78,424,165,75,103,26
408,707,522,77,216,111,101,67,237,123,34
191,421,521,58,319,30,513,387,182,124,4
37,548,136,46,77,66,162,173,283,262,25
79,653,318,197,33,40,113,532,240,287,60
30,842,123,37,426,49,548,604,219,349,58
75,206,233,153,161,52,229,319,136,200,67
1,330,411,239,324,67,148,582,121,151,57
419,735,590,162,134,103,170,194,227,95,66
294,349,237,190,145,100,63,593,136,172,52
168,648,2,112,127,94,404,571,178,325,97
12,548,71,46,77,66,162,173,283,262,25
349,496,390,216,221,105,272,120,213,246,68
407,240,495,202,283,35,424,192,217,348,65
276,466,212,230,471,13,250,389,218,157,84
371,483,421,98,495,71,357,499,73,111,99
22,548,136,46,77,66,110,173,283,262,25
359,495,288,21,219,114,452,381,219,80,50
30,168,123,37,426,49,34,604,219,222,58
191,421,521,3,319,30,473,387,273,124,4
56,149,385,33,442,82,547,485,252,179,32
82,642,518,12,114,16,468,256,275,98,86
389,27,525,228,209,42,263,54,285,324,74
191,421,521,3,319,30,83,585,182,124,4
30,842,416,37,426,49,559,604,219,316,58
41,231,42,225,124,13,241,537,97,238,37
389,117,78,41,90,84,119,110,152,369,27
364,686,236,243,423,14,13,130,96,46,8
24,516,398,11,480,20,564,7,265,122,16
56,149,385,33,13,23,527,485,252,179,32
140,247,208,138,310,68,202,303,133,307,79
59,364,450,249,112,73,567,85,189,134,41
9,603,209,133,418,64,145,574,72,213,71
104,156,68,6,296,35,195,414,9,31,70
389,117,78,124,386,84,119,110,152,369,27
190,815,416,104,93,115,361,377,41,154,5
88,448,483,44,62,33,274,204,289,395,23
166,771,191,38,482,33,440,438,74,279,44
88,448,483,75,184,33,342,204,289,395,23
240,801,236,15,311,7,20,136,146,50,76
213,612,269,90,170,33,308,163,175,20,38
213,612,383,90,170,33,98,163,175,20,38
282,342,67,199,319,106,545,111,155,217,7
294,349,468,190,288,100,63,503,136,172,52
141,481,219,76,395,78,499,165,75,103,26
22,548,580,46,77,41,162,173,283,262,25
215,774,420,157,202,88,297,513,57,336,48
150,388,416,104,93,30,361,377,41,154,5
62,465,303,29,268,65,494,430,223,253,83
331,801,471,15,311,7,74,136,146,50,76
119,59,543,177,78,56,198,156,259,293,29
386,364,447,73,125,98,155,447,251,287,1
299,351,561,8,377,83,512,320,266,69,75
22,548,136,46,471,66,162,1,283,262,25
213,136,269,90,170,33,308,163,175,20,38
168,800,537,36,80,71,528,274,167,148,95
389,624,80,29,276,31,217,123,119,32,73
122,66,348,202,491,38,78,333,221,193,63
201,321,353,191,152,54,333,490,133,100,33
191,421,521,3,319,30,88,387,182,124,4
446,171,480,245,88,43,551,550,190,91,85
152,191,367,185,66,99,67,611,105,385,19
141,481,508,121,395,78,284,165,75,103,26
328,639,66,213,261,32,391,377,62,223,12
10,232,170,137,335,11,41,541,184,250,42
282,342,518,199,319,106,545,111,155,85,7
140,247,208,138,310,68,202,303,156,257,79
84,609,153,209,199,87,156,580,159,225,0
195,373,372,190,90,102,222,317,233,403,94
